Date,AgeGroup,Provider,log_return_price,log_return_index
2019-01-07,54/60,Provider 1_AG1,0.001598992610807524,0.0010851647944791344
2019-01-08,54/60,Provider 1_AG1,0.00232115147533466,0.002687946417322758
2019-01-09,54/60,Provider 1_AG1,-0.0035682193996956096,-0.003310304639051937
2019-01-10,54/60,Provider 1_AG1,0.0010173429813351933,0.0006415573372235356
2019-01-11,54/60,Provider 1_AG1,-0.0013041146279451391,-0.0017555197016470114
2019-01-14,54/60,Provider 1_AG1,0.001007664445664155,0.001031028753629091
2019-01-15,54/60,Provider 1_AG1,-0.0007301353558507982,-0.0009160876981290776
2019-01-16,54/60,Provider 1_AG1,0.0015554418046984232,0.001140150046828689
2019-01-17,54/60,Provider 1_AG1,0.0012390448503374753,0.001178441151605671
2019-01-18,54/60,Provider 1_AG1,0.0029474962817558955,0.002368727870459996
2019-01-21,54/60,Provider 1_AG1,-0.0020881189083048236,-0.00195130047968214
2019-01-22,54/60,Provider 1_AG1,0.002405901192963734,0.002190097069309786
2019-01-23,54/60,Provider 1_AG1,0.0009911364734113384,0.0005271823290571554
2019-01-24,54/60,Provider 1_AG1,0.0008809319853320332,0.0010834620817406658
2019-01-25,54/60,Provider 1_AG1,-0.0006979303144252323,-0.00014659301692496911
2019-01-28,54/60,Provider 1_AG1,0.00025807895743683426,-0.0003784200568771293
2019-01-29,54/60,Provider 1_AG1,0.0011680784393727362,0.00153059496814124
2019-01-30,54/60,Provider 1_AG1,0.0005183889189627337,-0.00016422557154452204
2019-01-31,54/60,Provider 1_AG1,-0.0010824500215341967,-0.0008301329107736608
2019-02-01,54/60,Provider 1_AG1,0.0003008795493015401,0.0005057018226886355
2019-02-04,54/60,Provider 1_AG1,0.0016987734136567237,0.0012262820642342008
2019-02-05,54/60,Provider 1_AG1,-0.0013297900311789832,-0.0016878977497368096
2019-02-06,54/60,Provider 1_AG1,-0.0007206546970567151,-0.00015862177124432878
2019-02-07,54/60,Provider 1_AG1,0.0024408978698970117,0.0027813319931204407
2019-02-08,54/60,Provider 1_AG1,-0.0020388795683169026,-0.0018220509093664775
2019-02-11,54/60,Provider 1_AG1,8.480453930467962e-05,-0.0002640072274258194
2019-02-12,54/60,Provider 1_AG1,0.0004664661466159895,-2.5791597006315583e-05
2019-02-13,54/60,Provider 1_AG1,-0.0023778573799301452,-0.0024281865638911236
2019-02-14,54/60,Provider 1_AG1,0.0012147500892563687,0.001446694439668422
2019-02-15,54/60,Provider 1_AG1,-0.0012542638792273457,-0.0006504217394066896
2019-02-18,54/60,Provider 1_AG1,0.00046884659630840584,0.0010798816913763368
2019-02-19,54/60,Provider 1_AG1,-0.003705770922453825,-0.004375098550779303
2019-02-20,54/60,Provider 1_AG1,-0.002700521479504216,-0.0020395237925859245
2019-02-21,54/60,Provider 1_AG1,0.0010088345009265523,0.001027213195850777
2019-02-22,54/60,Provider 1_AG1,-0.0017836251774335052,-0.001437402292545737
2019-02-25,54/60,Provider 1_AG1,0.001414727822987701,0.0009073281079180313
2019-02-26,54/60,Provider 1_AG1,0.002976090311944115,0.0033917754055356347
2019-02-27,54/60,Provider 1_AG1,-0.00014643560114211204,0.00017398525486568876
2019-02-28,54/60,Provider 1_AG1,0.0003355930655376438,0.0006067802309489792
2019-03-01,54/60,Provider 1_AG1,0.0031360879926977687,0.003645150024169368
2019-03-04,54/60,Provider 1_AG1,0.0011532585932461546,0.0006484325947013647
2019-03-05,54/60,Provider 1_AG1,0.0006911084930347337,0.0012761948367536254
2019-03-06,54/60,Provider 1_AG1,0.0008147297814927669,0.001264274422418546
2019-03-07,54/60,Provider 1_AG1,0.0002725851109027887,0.0004938462701889415
2019-03-08,54/60,Provider 1_AG1,-0.0021031116003010484,-0.0017497415398908473
2019-03-11,54/60,Provider 1_AG1,0.0001200329630951932,0.0005343796481085515
2019-03-12,54/60,Provider 1_AG1,0.0017535219999694081,0.0014252377469737522
2019-03-13,54/60,Provider 1_AG1,-2.732147259146301e-05,-0.00013298962670757773
2019-03-14,54/60,Provider 1_AG1,0.002494204407174868,0.0028625787781987487
2019-03-15,54/60,Provider 1_AG1,0.0028390966960607058,0.003283466468686903
2019-03-18,54/60,Provider 1_AG1,-0.0010688672630610608,-0.0015582397069060455
2019-03-19,54/60,Provider 1_AG1,-0.0003068697945458754,-0.00030576205335886296
2019-03-20,54/60,Provider 1_AG1,0.001582163890336069,0.0013996886645964973
2019-03-21,54/60,Provider 1_AG1,-0.0007345738058958963,-0.000744818275547299
2019-03-22,54/60,Provider 1_AG1,0.0009795114819835745,0.0008676580619054341
2019-03-25,54/60,Provider 1_AG1,-0.0012763479569292049,-0.0007153513687079267
2019-03-26,54/60,Provider 1_AG1,0.0030396573070128985,0.003435293327607156
2019-03-27,54/60,Provider 1_AG1,0.0008941995103027747,0.0013232414651696636
2019-03-28,54/60,Provider 1_AG1,-0.00037596520336168076,-0.0006844525800316079
2019-03-29,54/60,Provider 1_AG1,-0.0013820546954019235,-0.0011838357089138207
2019-04-01,54/60,Provider 1_AG1,0.0024711190059818534,0.0027288928142289387
2019-04-02,54/60,Provider 1_AG1,0.002465047988558975,0.0027685635288893433
2019-04-03,54/60,Provider 1_AG1,0.000614951456311097,0.0006031120538489861
2019-04-04,54/60,Provider 1_AG1,-0.0004227238400035458,-0.00032500583231322866
2019-04-05,54/60,Provider 1_AG1,0.001752225580066418,0.0018416120497016036
2019-04-08,54/60,Provider 1_AG1,-0.0015602763804799897,-0.0016627698974471257
2019-04-09,54/60,Provider 1_AG1,0.0001642226543118111,0.0004275198402494835
2019-04-10,54/60,Provider 1_AG1,0.0009203747459761585,2.2256902430749172e-05
2019-04-11,54/60,Provider 1_AG1,0.0015751505050442558,0.0009660608755328681
2019-04-12,54/60,Provider 1_AG1,0.0005209064398602142,0.0011100110479621943
2019-04-15,54/60,Provider 1_AG1,0.000679857998438366,0.0008616579107528299
2019-04-16,54/60,Provider 1_AG1,-0.000470974534574944,-0.0005592099553330697
2019-04-17,54/60,Provider 1_AG1,0.00044035084127022823,0.00045868047926998795
2019-04-18,54/60,Provider 1_AG1,-0.0006246598867784535,-0.000674951105935312
2019-04-19,54/60,Provider 1_AG1,-0.0004155992277005669,-0.0009651477510606236
2019-04-22,54/60,Provider 1_AG1,0.00034850950701065817,-7.357697878575714e-05
2019-04-23,54/60,Provider 1_AG1,-0.0009526686008816119,-0.0014301162169688378
2019-04-24,54/60,Provider 1_AG1,0.0002391873616388323,-5.12072256910752e-05
2019-04-25,54/60,Provider 1_AG1,0.00243808551268321,0.0026551595413827154
2019-04-26,54/60,Provider 1_AG1,0.00033988465594970025,0.0005376370552908522
2019-04-29,54/60,Provider 1_AG1,0.001712396219611125,0.0014552136187163261
2019-04-30,54/60,Provider 1_AG1,-0.00032893749733111033,-0.0006433067154104986
2019-05-01,54/60,Provider 1_AG1,0.0003342295849338576,3.578079091941e-05
2019-05-02,54/60,Provider 1_AG1,0.003735010050884208,0.0030541126169859635
2019-05-03,54/60,Provider 1_AG1,0.000797799483486233,0.0007227168725532005
2019-05-06,54/60,Provider 1_AG1,-0.0007729681718808058,-0.0006468237098311068
2019-05-07,54/60,Provider 1_AG1,-0.0008724994292222984,-0.0008750842745015694
2019-05-08,54/60,Provider 1_AG1,-0.0010464066209448215,-0.0012551981129186782
2019-05-09,54/60,Provider 1_AG1,-0.002261478997915998,-0.0015160297849158603
2019-05-10,54/60,Provider 1_AG1,0.0005717907570200675,0.0001930394314871481
2019-05-13,54/60,Provider 1_AG1,0.002305609460878937,0.002375534037865184
2019-05-14,54/60,Provider 1_AG1,-0.0007279998960693847,-6.591880949352591e-05
2019-05-15,54/60,Provider 1_AG1,-0.00019938085638077774,0.00027286226949892455
2019-05-16,54/60,Provider 1_AG1,0.0029231764794405723,0.0020539345665908687
2019-05-17,54/60,Provider 1_AG1,0.0016162460485463516,0.0020899357639182405
2019-05-20,54/60,Provider 1_AG1,0.000830481323351271,0.0002632063389044945
2019-05-21,54/60,Provider 1_AG1,1.785036102629454e-05,-0.0003348880900522903
2019-05-22,54/60,Provider 1_AG1,0.0009277440987510748,0.001052892490168676
2019-05-23,54/60,Provider 1_AG1,0.0026302474474672807,0.002774257947797234
2019-05-24,54/60,Provider 1_AG1,0.002741069756900496,0.002889234145929975
2019-05-27,54/60,Provider 1_AG1,0.00030543287208975307,0.00013259064152760825
2019-05-28,54/60,Provider 1_AG1,0.0010726634737216556,0.0013262279575715537
2019-05-29,54/60,Provider 1_AG1,-0.002044319608078197,-0.0015787104550679203
2019-05-30,54/60,Provider 1_AG1,0.00019407687702045548,0.00040414175145243967
2019-05-31,54/60,Provider 1_AG1,-0.0011196259262265472,-0.0007866962111233256
2019-06-03,54/60,Provider 1_AG1,-0.002274801292041664,-0.0028332718482019406
2019-06-04,54/60,Provider 1_AG1,0.0007246265168030252,0.000934895514095452
2019-06-05,54/60,Provider 1_AG1,0.0002531878147008824,6.114719466294196e-05
2019-06-06,54/60,Provider 1_AG1,0.0018799789575607915,0.0020866880223589447
2019-06-07,54/60,Provider 1_AG1,0.00031795614020766095,-0.0007800368009670848
2019-06-10,54/60,Provider 1_AG1,9.526639255478511e-05,-0.00014680613759564972
2019-06-11,54/60,Provider 1_AG1,-0.0010956355082343257,-0.0019609149948109574
2019-06-12,54/60,Provider 1_AG1,0.0016671033289463032,0.0020185036707443672
2019-06-13,54/60,Provider 1_AG1,-0.00453333777152156,-0.00498880923283369
2019-06-14,54/60,Provider 1_AG1,0.0020110060113079655,0.0015438435768429716
2019-06-17,54/60,Provider 1_AG1,0.0015390891939353604,0.001801223591614062
2019-06-18,54/60,Provider 1_AG1,0.0005380549703628522,0.00031929730702363873
2019-06-19,54/60,Provider 1_AG1,-0.0005120908380386161,-1.0949981860812496e-05
2019-06-20,54/60,Provider 1_AG1,-0.00032297353796937196,-0.00018973320032958103
2019-06-21,54/60,Provider 1_AG1,0.0004108503807957522,0.0007181838521329227
2019-06-24,54/60,Provider 1_AG1,-0.0004885635029117788,-0.0005750730724175905
2019-06-25,54/60,Provider 1_AG1,-0.0011114465465630796,-0.001356027488085091
2019-06-26,54/60,Provider 1_AG1,-0.0008926923750026208,-0.001135652140791386
2019-06-27,54/60,Provider 1_AG1,-0.00012369434230702613,-0.0001799146928111326
2019-06-28,54/60,Provider 1_AG1,-0.0011913178051107963,-0.0011261563244394101
2019-07-01,54/60,Provider 1_AG1,-0.00024081289444410464,-0.0007423270156523931
2019-07-02,54/60,Provider 1_AG1,0.0012985776897159963,0.0009531022119702657
2019-07-03,54/60,Provider 1_AG1,-0.001519068253921974,-0.001237935570647346
2019-07-04,54/60,Provider 1_AG1,0.0006267987430303291,0.0007522309162903274
2019-07-05,54/60,Provider 1_AG1,0.0014841248877702216,0.0012735302046220911
2019-07-08,54/60,Provider 1_AG1,-0.0010909705966599035,-0.0019465068308171683
2019-07-09,54/60,Provider 1_AG1,0.001087897404000681,0.000994119905687544
2019-07-10,54/60,Provider 1_AG1,-0.00029606387721657813,-0.0004269718303523822
2019-07-11,54/60,Provider 1_AG1,-0.0026392677810771667,-0.002693690826735156
2019-07-12,54/60,Provider 1_AG1,0.0028504109082641144,0.0027419420787387367
2019-07-15,54/60,Provider 1_AG1,0.0022175847498131975,0.0022414816446913407
2019-07-16,54/60,Provider 1_AG1,0.0006440109716221947,0.0016520237194855743
2019-07-17,54/60,Provider 1_AG1,-0.0011793397273788418,-0.0016996185843873338
2019-07-18,54/60,Provider 1_AG1,-0.00044526967719494415,-0.00041935979120194024
2019-07-19,54/60,Provider 1_AG1,0.00275522336501632,0.002383052872578552
2019-07-22,54/60,Provider 1_AG1,0.002243235583267145,0.0022464137611496655
2019-07-23,54/60,Provider 1_AG1,-0.0020126952672171613,-0.001948048596450219
2019-07-24,54/60,Provider 1_AG1,-0.0004188116405072244,-0.0007578900559303467
